Batting Average (bin),height weight ratio,HR is 0,Highest BA,BA is 0,Search for name BA,Search for name HR,Right Handed,Home Runs,Home Runs ,Home Runs (bins of 20),Number of Players,Weight ranges (pounds),Weight (lb) ,Batting Average,Handedness,Height (inches),Name,Weight
0.19,0.44375,False,False,False,True,True,False,3,0,0,1,160,160,0.205,Left,71,Don Mason,160
0.26,0.391534392,False,False,False,True,True,True,166,160,160,1,185,185,0.258,Right,74,Bill Robinson,189
0.00,0.39,True,False,True,True,True,False,0,0,0,1,200,200,0,Left,78,Jim Umbarger,200
0.24,0.369230769,False,False,False,True,True,True,242,240,240,1,195,195,0.254,Right,72,Sal Bando,195
0.22,0.379487179,False,False,False,True,True,True,76,70,60,1,195,195,0.236,Right,74,George Mitterwald,195
0.00,0.4,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,76,Mike Darr,190
0.21,0.424242424,True,False,False,True,True,True,0,0,0,1,165,165,0.219,Right,70,Craig Robinson,165
0.22,0.370731707,False,False,False,True,True,True,79,70,60,1,205,205,0.232,Right,76,Bob Tillman,205
0.00,0.35,True,False,True,True,True,False,0,0,0,1,220,220,0,Left,77,Curt Wardle,220
0.21,0.4,False,False,False,True,True,True,4,0,0,1,180,180,0.216,Right,72,Pat Corrales,180
0.24,0.405882353,False,False,False,True,True,True,27,20,20,1,170,170,0.241,Right,69,Mike Tyson,170
0.22,0.424242424,False,False,False,True,True,False,4,0,0,1,165,165,0.237,Both,70,Rafael Landestoy,165
0.26,0.378947368,False,False,False,True,True,True,23,20,20,1,190,190,0.258,Right,72,Duane Josephson,190
0.22,0.389189189,False,False,False,True,True,False,24,20,20,1,185,185,0.229,Left,72,Duane Walker,185
0.24,0.46,False,False,False,True,True,True,70,70,60,1,150,150,0.244,Right,69,Glenn Hubbard,150
0.24,0.378947368,False,False,False,True,True,True,22,20,20,1,190,190,0.245,Right,72,Roger Freed,190
0.28,0.384615385,False,False,False,True,True,True,267,260,260,1,195,195,0.278,Right,75,George Hendrick,195
0.33,0.423529412,False,True,False,True,True,False,92,90,80,1,170,170,0.328,Left,72,Rod Carew,170
0.19,0.4,False,False,False,True,True,True,6,0,0,1,180,180,0.197,Right,72,Bob Davis,180
0.26,0.411428571,False,False,False,True,True,True,195,190,180,1,175,175,0.264,Right,72,Toby Harrah,175
0.24,0.405555556,False,False,False,True,True,False,56,50,40,1,180,180,0.257,Left,73,Rick Manning,180
0.00,0.405882353,True,False,True,True,True,False,0,0,0,1,170,170,0,Left,69,Israel Sanchez,170
0.00,0.37,True,False,True,True,True,False,0,0,0,1,200,200,0,Both,74,Steve Burke,200
0.28,0.4,False,False,False,True,True,True,234,230,220,1,185,185,0.281,Right,74,Gary Matthews,185
0.26,0.436363636,False,False,False,True,True,False,51,50,40,1,165,165,0.258,Left,72,Cesar Geronimo,165
0.21,0.38,False,False,False,True,True,False,41,40,40,1,200,200,0.216,Left,76,Billy Bryan,200
0.00,0.405555556,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,73,Terry Taylor,180
0.28,0.370558376,False,False,False,True,True,False,33,30,20,1,195,195,0.281,Left,73,Terry Whitfield,197
0.21,0.417647059,False,False,False,True,True,True,4,0,0,1,170,170,0.215,Right,71,Mario Mendoza,170
0.28,0.394594595,False,False,False,True,True,False,306,300,300,1,185,185,0.283,Left,73,Fred Lynn,185
0.26,0.383419689,False,False,False,True,True,True,166,160,160,1,190,190,0.273,Right,74,Larry Hisle,193
0.24,0.4,False,False,False,True,True,False,390,390,380,1,180,180,0.248,Left,72,Graig Nettles,180
0.00,0.353488372,True,False,True,True,True,True,0,0,0,1,215,215,0,Right,76,Randy Nosek,215
0.26,0.357142857,False,False,False,True,True,True,31,30,20,1,210,210,0.262,Right,75,Dave Engle,210
0.00,0.4375,True,False,True,True,True,False,0,0,0,1,160,160,0,Left,70,Narciso Elvira,160
0.29,0.378947368,False,False,False,True,True,False,118,110,100,1,190,190,0.293,Left,72,Mike Easler,190
0.00,0.344186047,True,False,True,True,True,True,0,0,0,1,215,215,0,Right,74,Mark Smith,215
0.00,0.374358974,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,73,Paul Mitchell,195
0.22,0.365,False,False,False,True,True,False,6,0,0,1,200,200,0.234,Both,73,Rick Sweet,200
0.28,0.373684211,False,False,False,True,True,True,113,110,100,1,190,190,0.292,Right,71,Thurman Munson,190
0.26,0.388601036,False,False,False,True,True,False,241,240,240,1,190,190,0.264,Left,75,Rick Monday,193
0.22,0.418181818,False,False,False,True,True,True,5,0,0,1,165,165,0.226,Right,69,Mike Sadek,165
0.22,0.429411765,False,False,False,True,True,True,20,20,20,1,170,170,0.228,Right,73,Mark Belanger,170
0.26,0.387096774,False,False,False,True,True,True,39,30,20,1,185,185,0.273,Right,72,Ron Hunt,186
0.24,0.389189189,False,False,False,True,True,False,9,0,0,1,185,185,0.246,Left,72,Joe Keough,185
0.00,0.369458128,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,75,Butch Edge,203
0.22,0.378378378,False,False,False,True,True,True,29,20,20,1,185,185,0.229,Right,70,Vic Correll,185
0.21,0.430303030,False,False,False,True,True,True,12,10,0,1,165,165,0.208,Right,71,Jackie Hernandez,165
0.24,0.342857143,False,False,False,True,True,False,50,50,40,1,210,210,0.255,Left,72,Tony Solaita,210
0.24,0.405714286,False,False,False,True,True,False,27,20,20,1,175,175,0.251,Both,71,U L Washington,175
0.00,0.405405405,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,75,Gary Mielke,185
0.00,0.346666667,True,False,True,True,True,True,0,0,0,1,225,225,0,Right,78,Rick Henninger,225
0.24,0.334883721,False,False,False,True,True,True,58,50,40,1,215,215,0.248,Right,72,Joe Foy,215
0.26,0.416666667,False,False,False,True,True,False,30,30,20,1,180,180,0.26,Left,75,Ed Goodson,180
0.00,0.389473684,True,False,True,True,True,False,0,0,0,1,190,190,0,Both,74,Mark Brown,190
0.24,0.417647059,False,False,False,True,True,True,14,10,0,1,170,170,0.241,Right,71,Mickey Klutts,170
0.24,0.374358974,False,False,False,True,True,True,77,70,60,1,195,195,0.244,Right,73,Leroy Stanton,195
0.00,0.45,True,False,True,True,True,True,0,0,0,1,160,160,0,Right,72,Rafael Vasquez,160
0.00,0.405714286,True,False,True,True,True,False,0,0,0,1,175,175,0,Left,71,Len Whitehouse,175
0.21,0.434285714,False,False,False,True,True,True,2,0,0,1,175,175,0.22,Right,76,Danny Ainge,175
0.24,0.417142857,False,False,False,True,True,True,59,50,40,1,175,175,0.247,Right,73,Adolfo Phillips,175
0.24,0.411428571,False,False,False,True,True,True,7,0,0,1,175,175,0.25,Right,72,Marv Breeding,175
0.00,0.371428571,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,78,Steve Adkins,210
0.24,0.403409091,False,False,False,True,True,False,197,190,180,1,175,175,0.247,Left,71,Dick McAuliffe,176
0.12,0.423529412,True,False,False,True,True,True,0,0,0,1,170,170,0.134,Right,72,Joe Horlen,170
0.22,0.369230769,False,False,False,True,True,True,2,0,0,1,195,195,0.237,Right,72,Glenn Burke,195
0.00,0.395480226,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,70,Tony Mack,177
0.21,0.405405405,False,False,False,True,True,True,6,0,0,1,185,185,0.211,Right,75,Terry Humphrey,185
0.00,0.361904762,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,76,Bill Moran,210
0.22,0.438709677,False,False,False,True,True,True,2,0,0,1,155,155,0.224,Right,68,Enzo Hernandez,155
0.22,0.445161290,True,False,False,True,True,True,0,0,0,1,155,155,0.235,Right,69,Cesar Gutierrez,155
0.22,0.424242424,False,False,False,True,True,True,28,20,20,1,165,165,0.233,Right,70,Coco Laboy,165
0.22,0.411428571,False,False,False,True,True,False,13,10,0,1,175,175,0.231,Both,72,Ted Kubiak,175
0.26,0.405714286,False,False,False,True,True,True,112,110,100,1,175,175,0.26,Right,71,Jim Morrison,175
0.00,0.394594595,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,73,Tom Gilles,185
0.22,0.429411765,False,False,False,True,True,True,56,50,40,1,170,170,0.236,Right,73,Bobby Knoop,170
0.24,0.389473684,False,False,False,True,True,False,26,20,20,1,190,190,0.245,Both,74,Bobby Brown,190
0.24,0.394444444,False,False,False,True,True,False,22,20,20,1,180,180,0.248,Left,71,Tom Hutton,180
0.22,0.394594595,False,False,False,True,True,False,19,10,0,1,185,185,0.24,Left,73,Ron Hodges,185
0.24,0.417647059,False,False,False,True,True,False,6,0,0,1,170,170,0.254,Left,71,Rich Chiles,170
0.28,0.353488372,False,False,False,True,True,True,86,80,80,1,215,215,0.282,Right,76,Tom Paciorek,215
0.24,0.4,False,False,False,True,True,True,13,10,0,1,185,185,0.243,Right,74,Gary Woods,185
0.26,0.374358974,False,False,False,True,True,True,23,20,20,1,195,195,0.258,Right,73,Bob Montgomery,195
0.26,0.365,False,False,False,True,True,True,240,240,240,1,200,200,0.261,Right,73,Jeff Burroughs,200
0.28,0.389473684,False,False,False,True,True,False,292,290,280,1,190,190,0.279,Left,74,Rusty Staub,190
0.26,0.4,False,False,False,True,True,False,7,0,0,1,175,175,0.264,Left,70,Jim Norris,175
0.26,0.44375,False,False,False,True,True,False,200,200,200,1,160,160,0.265,Left,71,Oscar Gamble,160
0.00,0.361904762,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,76,Bob Kammeyer,210
0.26,0.363636364,False,False,False,True,True,False,27,20,20,1,195,195,0.268,Left,72,George Vukovich,198
0.00,0.383783784,True,False,True,True,True,False,0,0,0,1,185,185,0,Left,71,Joe Pactwa,185
0.24,0.417142857,False,False,False,True,True,False,42,40,40,1,175,175,0.256,Left,73,Craig Reynolds,175
0.24,0.428571429,False,False,False,True,True,True,134,130,120,1,165,165,0.25,Right,72,Paul Blair,168
0.26,0.370558376,False,False,False,True,True,True,108,100,100,1,195,195,0.27,Right,73,Al Cowens,197
0.29,0.369230769,False,True,False,True,True,False,219,210,200,1,195,195,0.303,Left,72,Al Oliver,195
0.21,0.371727749,False,False,False,True,True,True,6,0,0,1,190,190,0.213,Right,71,Dave Hilton,191
0.21,0.425925926,False,False,False,True,True,True,5,0,0,1,160,160,0.214,Right,69,Luis Alvarado,162
0.26,0.394736842,False,False,False,True,True,True,256,250,240,1,190,190,0.263,Right,75,Larry Parrish,190
0.14,0.380710660,False,False,False,True,True,True,2,0,0,1,195,195,0.138,Right,75,Woodie Fryman,197
0.24,0.422857143,False,False,False,True,True,True,1,0,0,1,175,175,0.257,Right,74,Bob Randall,175
0.24,0.411764706,False,False,False,True,True,True,9,0,0,1,170,170,0.25,Right,70,Jim Pankovits,170
0.00,0.370731707,True,False,True,True,True,False,0,0,0,1,205,205,0,Left,76,Sherman Corbett,205
0.22,0.36,False,False,False,True,True,True,20,20,20,1,200,200,0.224,Right,72,Carmen Fanzone,200
0.21,0.383783784,False,False,False,True,True,True,19,10,0,1,185,185,0.221,Right,71,Gary Allenson,185
0.26,0.378947368,False,False,False,True,True,False,77,70,60,1,190,190,0.263,Left,72,Milt May,190
0.28,0.405555556,False,False,False,True,True,True,34,30,20,1,180,180,0.279,Right,73,Mike Vail,180
0.24,0.375,False,False,False,True,True,True,122,120,120,1,200,200,0.25,Right,75,Nick Esasky,200
0.21,0.387096774,False,False,False,True,True,False,16,10,0,1,185,185,0.22,Left,72,Jim Nettles,186
0.00,0.405714286,True,False,True,True,True,False,0,0,0,1,175,175,0,Both,71,Lafayette Currence,175
0.22,0.378947368,False,False,False,True,True,True,18,10,0,1,190,190,0.235,Right,72,Chris Cannizzaro,190
0.26,0.360975610,False,False,False,True,True,False,29,20,20,1,205,205,0.273,Left,74,Larry Biittner,205
0.00,0.422857143,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,74,John Pawlowski,175
0.15,0.410112360,False,False,False,True,True,True,7,0,0,1,175,175,0.16,Right,73,Mel Stottlemyre,178
0.00,0.422857143,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,74,Jack Hardy,175
0.00,0.4,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,74,Ron Musselman,185
0.24,0.394594595,False,False,False,True,True,False,163,160,160,1,185,185,0.257,Both,73,Roy Smalley,185
0.00,0.401129944,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,71,Tony Chevez,177
0.15,0.365,False,False,False,True,True,True,5,0,0,1,200,200,0.17,Right,73,Andy Messersmith,200
0.28,0.365,False,False,False,True,True,True,207,200,200,1,200,200,0.287,Right,73,Richie Zisk,200
0.24,0.4,False,False,False,True,True,True,15,10,0,1,175,175,0.252,Right,70,Dave Chalk,175
0.26,0.384210526,False,False,False,True,True,True,338,330,320,1,190,190,0.26,Right,73,Don Baylor,190
0.15,0.390374332,False,False,False,True,True,True,6,0,0,1,185,185,0.161,Right,73,John Vukovich,187
0.24,0.393442623,False,False,False,True,True,True,15,10,0,1,180,180,0.248,Right,72,Danny Thompson,183
0.24,0.428571429,False,False,False,True,True,False,9,0,0,1,175,175,0.242,Left,75,Joe Simpson,175
0.24,0.36,False,False,False,True,True,False,7,0,0,1,200,200,0.241,Left,72,Bill Fahey,200
0.19,0.364102564,False,False,False,True,True,True,18,10,0,1,195,195,0.199,Right,71,Doug Camilli,195
0.22,0.411428571,False,False,False,True,True,False,73,70,60,1,175,175,0.239,Left,72,Bernie Allen,175
0.22,0.365853659,False,False,False,True,True,True,26,20,20,1,205,205,0.239,Right,75,Bruce Bochy,205
0.00,0.383783784,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,71,Gary Ignasiak,185
0.28,0.378947368,False,False,False,True,True,False,164,160,160,1,190,190,0.278,Left,72,Claudell Washington,190
0.22,0.44375,False,False,False,True,True,False,4,0,0,1,160,160,0.238,Left,71,John Donaldson,160
0.00,0.372093023,True,False,True,True,True,False,0,0,0,1,215,215,0,Left,80,Mike Smithson,215
0.24,0.348837209,False,False,False,True,True,False,255,250,240,1,215,215,0.253,Left,75,John Mayberry,215
0.26,0.4,False,False,False,True,True,True,68,60,60,1,180,180,0.26,Right,72,Ken Reitz,180
0.28,0.430303030,False,False,False,True,True,True,193,190,180,1,165,165,0.277,Right,71,Amos Otis,165
0.24,0.4375,False,False,False,True,True,True,55,50,40,1,160,160,0.254,Right,70,Gene Alley,160
0.26,0.424242424,False,False,False,True,True,True,23,20,20,1,165,165,0.262,Right,70,Ted Sizemore,165
0.19,0.4,False,False,False,True,True,False,12,10,0,1,180,180,0.195,Left,72,Dan Briggs,180
0.00,0.394736842,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,75,Joe Skalski,190
0.22,0.430303030,False,False,False,True,True,True,7,0,0,1,165,165,0.238,Right,71,Doug Flynn,165
0.00,0.384210526,True,False,True,True,True,False,0,0,0,1,190,190,0,Both,73,Bert Bradley,190
0.15,0.422857143,False,False,False,True,True,True,2,0,0,1,175,175,0.163,Right,74,Ken Holtzman,175
0.24,0.394594595,False,False,False,True,True,False,98,90,80,1,185,185,0.254,Left,73,Pete Ward,185
